                  Proc                 Proc ['P1,30 82 109 107']
             lingually            lingually ['P6,1237 2214 1362 2247']
                placed               placed ['P6,1372 2214 1468 2247']
                   and                  and ['P6,1477 2214 1531 2241']
               twinned              twinned ['P6,1540 2214 1659 2241']
                  with                 with ['P6,1668 2214 1733 2241']
             entoconid            entoconid ['P6,1743 2214 1898 2245']
                     ,                    , ['P6,1743 2214 1898 2245']
                     ?                    ? ['P6,1912 2215 1926 2241']
                 upper                upper ['P6,1936 2222 2022 2247']
                molars               molars ['P6,2031 2214 2129 2241']
                  with                 with ['P6,27 2251 91 2278']
        well-developed       well-developed ['P6,101 2251 335 2284']
                     ,                    , ['P6,101 2251 335 2284']
              labially             labially ['P6,347 2251 455 2284']
                placed               placed ['P6,465 2251 571 2284']
                     ,                    , ['P6,465 2251 571 2284']
                winged               winged ['P6,583 2251 689 2284']
               conules              conules ['P6,699 2251 821 2282']
                     ,                    , ['P6,699 2251 821 2282']
                     ?                    ? ['P6,834 2252 848 2278']
                 upper                upper ['P6,859 2259 945 2284']
                molars               molars ['P6,954 2251 1053 2278']
                  with                 with ['P6,1064 2251 1128 2278']
               reduced              reduced ['P6,1138 2251 1256 2278']
                height               height ['P6,1267 2251 1357 2284']
          differential         differential ['P6,1367 2251 1527 2278']
               between              between ['P6,1538 2252 1662 2278']
              paracone             paracone ['P6,1672 2259 1807 2284']
                   and                  and ['P6,1818 2251 1871 2278']
              metacone             metacone ['P6,1881 2255 2023 2278']
                     (                    ( ['P6,2034 2251 2131 2284']
                 upper                upper ['P6,2034 2251 2131 2284']
             dentition            dentition ['P6,27 2288 158 2315']
                   not                  not ['P6,170 2291 218 2315']
                 known                known ['P6,231 2288 331 2315']
                    in                   in ['P6,344 2288 371 2314']
            Kokopellia           Kokopellia ['P6,384 2287 567 2320']
                     )                    ) ['P6,384 2287 567 2320']
                     ;                    ; ['P6,384 2287 567 2320']
                     9                    9 ['P6,581 2288 607 2319']
                     ,                    , ['P6,581 2288 607 2319']
             paraconid            paraconid ['P6,621 2287 767 2320']
                    of                   of ['P6,780 2287 812 2314']
                 lower                lower ['P6,822 2287 906 2315']
                molars               molars ['P6,918 2288 1016 2314']
                placed               placed ['P6,1029 2287 1125 2320']
                    at                   at ['P6,1138 2291 1166 2314']
               extreme              extreme ['P6,1178 2291 1298 2314']
               lingual              lingual ['P6,1311 2287 1409 2320']
                margin               margin ['P6,1421 2287 1523 2320']
                    of                   of ['P6,1535 2287 1568 2314']
                 teeth                teeth ['P6,1577 2288 1651 2314']
                     (                    ( ['P6,1664 2287 1884 2320']
         independently        independently ['P6,1664 2287 1884 2320']
              acquired             acquired ['P6,1897 2287 2025 2320']
                within               within ['P6,2038 2287 2129 2314']
         Deltatheroida        Deltatheroida ['P6,27 2324 249 2356']
                     )                    ) ['P6,27 2324 249 2356']
                     ,                    , ['P6,27 2324 249 2356']
                 upper                upper ['P6,260 2332 347 2357']
                molars               molars ['P6,356 2324 455 2351']
                  with                 with ['P6,465 2324 530 2351']
                  cusp                 cusp ['P6,540 2332 608 2357']
          consistently         consistently ['P6,618 2324 795 2357']
               present              present ['P6,805 2328 914 2357']
                    in                   in ['P6,923 2324 951 2351']
                     D                    D ['P6,961 2325 986 2351']
              position             position ['P6,995 2324 1114 2357']
                    of                   of ['P6,1123 2324 1156 2351']
                stylar               stylar ['P6,1163 2324 1246 2357']
                 shelf                shelf ['P6,1256 2324 1335 2356']
                     ;                    ; ['P6,1256 2324 1335 2356']
                    10                   10 ['P6,1347 2325 1388 2355']
                     ,                    , ['P6,1347 2325 1388 2355']
  postvallum-prevallid postvallum-prevallid ['P6,1399 2324 1708 2357']
              shearing             shearing ['P6,1719 2324 1843 2357']
            emphasized           emphasized ['P6,1852 2324 2026 2357']
                     (                    ( ['P6,2036 2324 2130 2356']
                 lower                lower ['P6,2036 2324 2130 2356']
                molars               molars ['P6,27 2361 125 2388']
                  with                 with ['P6,135 2361 199 2388']
               reduced              reduced ['P6,207 2361 326 2388']
             metaconid            metaconid ['P6,335 2361 489 2388']
                   and                  and ['P6,498 2361 551 2388']
              enlarged             enlarged ['P6,559 2361 686 2394']
             paraconid            paraconid ['P6,694 2361 850 2394']
                     ,                    , ['P6,694 2361 850 2394']
                 upper                upper ['P6,860 2368 946 2394']
                molars               molars ['P6,954 2361 1052 2388']
                  with                 with ['P6,1061 2361 1126 2388']
               salient              salient ['P6,1135 2361 1230 2388']
        postmetacrista       postmetacrista ['P6,1239 2361 1465 2394']
                     ;                    ; ['P6,1239 2361 1465 2394']
         independently        independently ['P6,1474 2361 1683 2394']
              acquired             acquired ['P6,1692 2361 1820 2394']
                    at                   at ['P6,1829 2364 1856 2388']
                  node                 node ['P6,1865 2361 1936 2388']
                     3                    3 ['P6,1946 2361 1983 2393']
                     )                    ) ['P6,1946 2361 1983 2393']
                     ;                    ; ['P6,1946 2361 1983 2393']
                    11                   11 ['P6,1994 2361 2035 2392']
                     ,                    , ['P6,1994 2361 2035 2392']
                 upper                upper ['P6,2045 2368 2130 2394']
                molars               molars ['P6,27 2398 125 2424']
                  with                 with ['P6,133 2398 198 2424']
                  cusp                 cusp ['P6,205 2405 274 2430']
          consistently         consistently ['P6,282 2398 460 2430']
               present              present ['P6,468 2401 577 2430']
                    in                   in ['P6,585 2397 612 2424']
                     C                    C ['P6,620 2397 643 2424']
              position             position ['P6,652 2397 770 2430']
                    of                   of ['P6,777 2397 810 2424']
                stylar               stylar ['P6,815 2398 898 2430']
                 shelf                shelf ['P6,906 2397 984 2428']
                     ,                    , ['P6,906 2397 984 2428']
              metacone             metacone ['P6,994 2401 1135 2424']
                 equal                equal ['P6,1143 2397 1222 2430']
                    to                   to ['P6,1230 2401 1260 2424']
                    or                   or ['P6,1267 2405 1299 2424']
             exceeding            exceeding ['P6,1306 2397 1454 2430']
              paracone             paracone ['P6,1461 2405 1596 2430']
                    in                   in ['P6,1603 2397 1631 2424']
                  size                 size ['P6,1640 2397 1705 2428']
                     ,                    , ['P6,1640 2397 1705 2428']
             protocone            protocone ['P6,1714 2401 1864 2430']
             broadened            broadened ['P6,1872 2397 2038 2428']
                     ,                    , ['P6,1872 2397 2038 2428']
                 lower                lower ['P6,2046 2397 2130 2424']
                molars               molars ['P6,27 2435 125 2462']
                  with                 with ['P6,134 2435 198 2462']
               further              further ['P6,205 2434 309 2462']
               reduced              reduced ['P6,316 2435 434 2462']
                height               height ['P6,442 2434 533 2467']
X          di?erential         differential ['P6,540 2434 702 2462']
               between              between ['P6,710 2435 833 2462']
              trigonid             trigonid ['P6,841 2434 955 2467']
                   and                  and ['P6,963 2435 1016 2461']
               talonid              talonid ['P6,1024 2434 1134 2466']
                     ,                    , ['P6,1024 2434 1134 2466']
               talonid              talonid ['P6,1144 2434 1246 2462']
            relatively           relatively ['P6,1253 2434 1391 2467']
               broader              broader ['P6,1399 2434 1523 2462']
                     .                    . ['P6,1399 2434 1523 2462']
                Dental               Dental ['P6,1533 2434 1631 2461']
           terminology          terminology ['P6,1638 2434 1816 2467']
               follows              follows ['P6,1824 2434 1931 2461']
               Clemens              Clemens ['P6,1940 2434 2066 2461']
                     (                    ( ['P6,2074 2434 2128 2466']
                    11                   11 ['P6,2074 2434 2128 2466']
                     )                    ) ['P6,2074 2434 2128 2466']
                   and                  and ['P6,27 2472 80 2498']
                   Fox                  Fox ['P6,91 2472 149 2498']
                     (                    ( ['P6,161 2472 208 2502']
                     5                    5 ['P6,161 2472 208 2502']
                     )                    ) ['P6,161 2472 208 2502']
                     .                    . ['P6,161 2472 208 2502']
            Characters           Characters ['P6,222 2471 383 2498']
                  used                 used ['P6,396 2471 464 2498']
                    in                   in ['P6,475 2471 503 2498']
            diagnosing           diagnosing ['P6,514 2471 672 2503']
                   the                  the ['P6,683 2472 728 2498']
           Marsupialia          Marsupialia ['P6,741 2471 915 2503']
                     (                    ( ['P6,925 2472 1001 2503']
                  e.g.                 e.g. ['P6,925 2472 1001 2503']
                     ,                    , ['P6,925 2472 1001 2503']
                   ref                  ref ['P6,1014 2471 1063 2497']
                     .                    . ['P6,1014 2471 1063 2497']
                    14                   14 ['P6,1078 2472 1120 2502']
                     )                    ) ['P6,1078 2472 1120 2502']
                 occur                occur ['P6,1133 2479 1216 2498']
                    at                   at ['P6,1227 2475 1254 2497']
                 nodes                nodes ['P6,1265 2471 1351 2498']
                   7-9                  7-9 ['P6,1363 2472 1423 2502']
                     ;                    ; ['P6,1363 2472 1423 2502']
                  thus                 thus ['P6,1435 2471 1507 2502']
                     ,                    , ['P6,1435 2471 1507 2502']
             inclusion            inclusion ['P6,1520 2471 1653 2498']
                    in                   in ['P6,1665 2471 1692 2497']
                   the                  the ['P6,1704 2471 1750 2498']
                 group                group ['P6,1761 2479 1847 2503']
                    of                   of ['P6,1858 2471 1891 2497']
                fossil               fossil ['P6,1898 2471 1976 2498']
                  taxa                 taxa ['P6,1988 2474 2051 2497']
                  such                 such ['P6,2062 2471 2129 2497']
                    as                   as ['P6,12 2531 75 2571']
       Anchistodelphys      Anchistodelphys ['P6,97 2514 622 2583']
                   and                  and ['P6,648 2514 761 2571']
X           Kokopellia           Eokopellia ['P6,786 2514 1129 2582']
               depends              depends ['P6,1157 2514 1415 2583']
                    on                   on ['P6,1441 2530 1520 2570']
X            de?nition            definitio ['P6,1544 2513 1862 2571']
X                    .                   n. ['P6,1544 2513 1862 2571']
          Phylogenetic         Phylogenetic ['P6,11 2675 446 2750']
                   and                  and ['P6,473 2675 600 2734']
         Biogeographic        Biogeographic ['P6,629 2674 1124 2749']
          Implications         Implications ['P6,1152 2674 1578 2749']
                   The                  The ['P6,11 2850 145 2913']
         Deltatheroida        Deltatheroida ['P6,189 2850 696 2924']
                     ,                    , ['P6,189 2850 696 2924']
                     a                    a ['P6,744 2869 784 2913']
             primitive            primitive ['P6,824 2850 1144 2927']
                 group                group ['P6,1188 2868 1392 2927']
                    of                   of ['P6,1435 2850 1512 2913']
                higher               higher ['P6,1547 2849 1770 2926']
               mammals              mammals ['P6,1812 2850 2145 2912']
                mainly               mainly ['P6,12 2938 248 3015']
                   Old                  Old ['P6,293 2939 419 3002']
                 World                World ['P6,462 2939 683 3002']
                    in                   in ['P6,728 2938 793 3000']
          distribution         distribution ['P6,838 2937 1270 3011']
                     ,                    , ['P6,838 2937 1270 3011']
                   has                  has ['P6,1317 2939 1433 3000']
              recently             recently ['P6,1478 2938 1766 3014']
                  been                 been ['P6,1808 2938 1976 3000']
X            forwarded           for-warded ['P6,2018 2937 2146 3000', 'P6,11 3028 271 3091']
                    as                   as ['P6,299 3046 372 3090']
                     a                    a ['P6,402 3046 443 3090']
                sister               sister ['P6,472 3027 661 3090']
                 group                group ['P6,687 3046 893 3105']
                    to                   to ['P6,921 3035 992 3090']
            marsupials           marsupials ['P6,1021 3027 1401 3105']
                    on                   on ['P6,1432 3046 1519 3090']
                   the                  the ['P6,1547 3027 1655 3090']
                 basis                basis ['P6,1685 3027 1860 3090']
                    of                   of ['P6,1890 3027 1968 3090']
                  both                 both ['P6,1988 3027 2146 3090']
                dental               dental ['P6,11 3118 227 3180']
                   and                  and ['P6,246 3117 373 3180']
               cranial              cranial ['P6,395 3117 634 3180']
            morphology           morphology ['P6,656 3117 1081 3194']
                     (                    ( ['P6,1103 3118 1259 3191']
                    22                   22 ['P6,1103 3118 1259 3191']
                     )                    ) ['P6,1103 3118 1259 3191']
                     ;                    ; ['P6,1103 3118 1259 3191']
                   the                  the ['P6,1282 3117 1392 3179']
         primitiveness        primitiveness ['P6,1412 3116 1886 3194']
                    of                   of ['P6,1907 3116 1984 3179']
                  taxa                 taxa ['P6,1997 3124 2148 3178']
                allied               allied ['P6,11 3206 198 3269']
                    to                   to ['P6,228 3214 297 3269']
                    or                   or ['P6,327 3224 402 3269']
              included             included ['P6,429 3205 730 3269']
                within               within ['P6,760 3205 982 3268']
         Deltatheroida        Deltatheroida ['P6,1012 3204 1498 3268']
                   has                  has ['P6,1525 3205 1642 3268']
               further              further ['P6,1670 3204 1916 3267']
                   led                  led ['P6,1942 3204 2048 3267']
                    to                   to ['P6,2076 3213 2146 3267']
                   the                  the ['P7,10 21 118 84']
            suggestion           suggestion ['P7,151 21 521 97']
                  that                 that ['P7,552 21 690 83']
                higher               higher ['P7,720 21 945 97']
               mammals              mammals ['P7,973 20 1310 107']
                     (                    ( ['P7,1342 19 1903 97']
         Tribosphenida        Tribosphenida ['P7,1342 19 1903 97']
                     )                    ) ['P7,1342 19 1903 97']
X            represent           repre-sent ['P7,1934 38 2145 97', 'P7,13 118 154 172']
                     a                    a ['P7,188 127 229 172']
          polyphyletic         polyphyletic ['P7,261 108 703 186']
            assemblage           assemblage ['P7,738 108 1142 185']
                     (                    ( ['P7,1180 110 1307 183']
                    23                   23 ['P7,1180 110 1307 183']
                     ,                    , ['P7,1180 110 1307 183']
                    24                   24 ['P7,1346 109 1472 182']
                     )                    ) ['P7,1346 109 1472 182']
                     .                    . ['P7,1346 109 1472 182']
            Regardless           Regardless ['P7,1512 108 1896 185']
                    of                   of ['P7,1933 108 2009 171']
                   the                  the ['P7,2037 108 2145 170']
              position             position ['P7,9 198 292 275']
                    of                   of ['P7,318 198 395 261']
                   the                  the ['P7,413 198 522 260']
                 crown                crown ['P7,550 216 772 261']
                groups               groups ['P7,797 216 1037 274']
           Marsupialia          Marsupialia ['P7,1065 197 1483 274']
                   and                  and ['P7,1508 197 1635 259']
              Eutheria             Eutheria ['P7,1663 196 1969 259']
                  with                 with ['P7,1992 196 2146 259']
               respect              respect ['P7,10 294 265 364']
                    to                   to ['P7,301 294 372 350']
         Deltatheroida        Deltatheroida ['P7,409 285 918 359']
                     ,                    , ['P7,409 285 918 359']
             monophyly            monophyly ['P7,959 285 1359 363']
                    of                   of ['P7,1397 285 1474 349']
         Tribosphenida        Tribosphenida ['P7,1502 284 2014 363']
X              remains             re-mains ['P7,2048 303 2144 348', 'P7,11 376 214 438']
                   the                  the ['P7,250 376 358 438']
                  only                 only ['P7,395 376 548 452']
            hypothesis           hypothesis ['P7,584 375 964 453']
          corroborated         corroborated ['P7,1001 375 1463 438']
                    by                   by ['P7,1496 375 1584 451']
          synapomorphy         synapomorphy ['P7,1622 375 2145 452']
                     (                    ( ['P7,11 465 169 542']
                   Fig                  Fig ['P7,11 465 169 542']
                     .                    . ['P7,11 465 169 542']
                     2                    2 ['P7,202 466 287 539']
                     )                    ) ['P7,202 466 287 539']
                     .                    . ['P7,202 466 287 539']
                    In                   In ['P7,320 466 393 527']
                 terms                terms ['P7,420 473 617 528']
                    of                   of ['P7,646 465 723 528']
        deltatheroidan       deltatheroidan ['P7,742 464 1254 528']
X            af?nities            affinitie ['P7,1281 464 1609 537']
X                    ,                   s, ['P7,1281 464 1609 537']
              evidence             evidence ['P7,1639 463 1952 527']
                  from                 from ['P7,1977 463 2146 526']
                   the                  the ['P7,9 555 117 617']
           basicranium          basicranium ['P7,137 554 569 617']
                    is                   is ['P7,589 554 644 617']
             difficult            difficult ['P7,666 554 943 617']
                    to                   to ['P7,961 563 1032 617']
              evaluate             evaluate ['P7,1052 554 1348 617']
               because              because ['P7,1370 554 1653 617']
                    it                   it ['P7,1674 554 1721 616']
                    is                   is ['P7,1741 553 1796 616']
                    so                   so ['P7,1820 572 1896 616']
                poorly               poorly ['P7,1915 554 2145 630']
                 known                known ['P7,9 642 246 706']
                   for                  for ['P7,265 642 370 705']
                 early                early ['P7,389 642 565 719']
               mammals              mammals ['P7,587 642 945 705']
                     .                    . ['P7,587 642 945 705']
              Advanced             Advanced ['P7,972 641 1332 705']
       deltatheroidans      deltatheroidans ['P7,1353 641 1896 704']
                  have                 have ['P7,1919 641 2085 704']
                     a                    a ['P7,2106 660 2147 703']
            postcanine           postcanine ['P7,8 732 388 809']
                dental               dental ['P7,409 732 626 795']
               formula              formula ['P7,645 731 925 795']
               similar              similar ['P7,944 731 1185 794']
                    to                   to ['P7,1201 739 1271 794']
                  that                 that ['P7,1291 732 1429 794']
                    of                   of ['P7,1448 730 1526 794']
            marsupials           marsupials ['P7,1538 730 1918 808']
                     [                    [ ['P7,1942 731 2144 804']
                 three                three ['P7,1942 731 2144 804']
             premolars            premolars ['P7,8 821 360 899']
                   and                  and ['P7,404 821 531 884']
                 three                three ['P7,572 821 753 884']
                    or                   or ['P7,796 840 873 884']
                  four                 four ['P7,910 821 1060 884']
                molars               molars ['P7,1100 821 1337 884']
                     (                    ( ['P7,1381 821 1535 895']
                    25                   25 ['P7,1381 821 1535 895']
                     )                    ) ['P7,1381 821 1535 895']
                     ]                    ] ['P7,1381 821 1535 895']
                   and                  and ['P7,1579 820 1706 883']
              resemble             resemble ['P7,1748 820 2065 883']
                     a                    a ['P7,2107 838 2147 882']
                 North                North ['P7,9 910 220 973']
              American             American ['P7,244 909 590 973']
             marsupial            marsupial ['P7,615 909 962 987']
                family               family ['P7,984 909 1230 986']
                     ,                    , ['P7,984 909 1230 986']
         Stagodontidae        Stagodontidae ['P7,1260 908 1786 985']
                     ,                    , ['P7,1260 908 1786 985']
                    in                   in ['P7,1814 908 1878 970']
               certain              certain ['P7,1902 908 2144 971']
               aspects              aspects ['P7,9 1007 266 1077']
                    of                   of ['P7,284 998 362 1062']
                dental               dental ['P7,370 999 587 1061']
               anatomy              anatomy ['P7,604 1006 911 1075']
                     (                    ( ['P7,928 999 1081 1073']
                    26                   26 ['P7,928 999 1081 1073']
                     )                    ) ['P7,928 999 1081 1073']
                     .                    . ['P7,928 999 1081 1073']
               However              However ['P7,1103 999 1455 1071']
                     ,                    , ['P7,1103 999 1455 1071']
       deltatheroidans      deltatheroidans ['P7,1474 997 2018 1060']
                   are                  are ['P7,2035 1016 2144 1060']
                    in                   in ['P7,9 1087 72 1150']
                 other                other ['P7,109 1089 296 1151']
              respects             respects ['P7,331 1096 623 1165']
            remarkably           remarkably ['P7,661 1087 1066 1164']
             primitive            primitive ['P7,1102 1086 1446 1165']
                     ;                    ; ['P7,1102 1086 1446 1165']
                   the                  the ['P7,1485 1087 1594 1149']
          distribution         distribution ['P7,1632 1086 2038 1149']
                    of                   of ['P7,2075 1085 2152 1149']
                dental               dental ['P7,9 1177 225 1239']
            characters           characters ['P7,256 1177 624 1240']
                 among                among ['P7,657 1194 894 1253']
            marsupials           marsupials ['P7,925 1175 1330 1253']
                     ,                    , ['P7,925 1175 1330 1253']
            eutherians           eutherians ['P7,1366 1175 1757 1249']
                     ,                    , ['P7,1366 1175 1757 1249']
                   and                  and ['P7,1792 1175 1919 1238']
X          tribotheres         tribo-theres ['P7,1950 1175 2143 1238', 'P7,8 1267 223 1329']
              suggests             suggests ['P7,258 1274 553 1343']
                  that                 that ['P7,587 1266 724 1329']
                   the                  the ['P7,756 1266 866 1328']
          resemblances         resemblances ['P7,901 1265 1380 1328']
                   are                  are ['P7,1414 1283 1522 1327']
              advanced             advanced ['P7,1556 1265 1891 1328']
                within               within ['P7,1924 1264 2144 1327']
         Deltatheroida        Deltatheroida ['P7,8 1355 494 1418']
                   and                  and ['P7,526 1353 693 1431']
                     /                    / ['P7,526 1353 693 1431']
                    or                   or ['P7,696 1374 772 1418']
           Marsupialia          Marsupialia ['P7,806 1355 1247 1432']
                     ,                    , ['P7,806 1355 1247 1432']
          respectively         respectively ['P7,1285 1354 1738 1431']
                     ,                    , ['P7,1285 1354 1738 1431']
                   and                  and ['P7,1776 1354 1903 1416']
X            therefore           there-fore ['P7,1937 1354 2144 1416', 'P7,7 1444 147 1508']
                  that                 that ['P7,196 1445 333 1507']
                  they                 they ['P7,380 1445 534 1521']
               evolved              evolved ['P7,584 1445 864 1507']
         independently        independently ['P7,911 1444 1414 1521']
                     (                    ( ['P7,1464 1443 1624 1520']
                   Fig                  Fig ['P7,1464 1443 1624 1520']
                     .                    . ['P7,1464 1443 1624 1520']
                     2                    2 ['P7,1678 1444 1764 1517']
                     )                    ) ['P7,1678 1444 1764 1517']
                     .                    . ['P7,1678 1444 1764 1517']
X      Deltatheroidans     Deltathe-roidans ['P7,1817 1443 2142 1506', 'P7,9 1533 270 1596']
                either               either ['P7,292 1533 497 1595']
                  lack                 lack ['P7,516 1533 663 1596']
                    or                   or ['P7,683 1552 760 1596']
                appear               appear ['P7,780 1552 1021 1610']
                    to                   to ['P7,1039 1541 1109 1596']
                  have                 have ['P7,1131 1533 1299 1595']
         independently        independently ['P7,1322 1532 1825 1609']
              acquired             acquired ['P7,1847 1532 2152 1609']
              advanced             advanced ['P7,10 1622 346 1685']
            characters           characters ['P7,380 1622 747 1685']
                shared               shared ['P7,783 1622 1016 1684']
                    by                   by ['P7,1049 1622 1137 1699']
              advanced             advanced ['P7,1172 1621 1510 1685']
           tribotheres          tribotheres ['P7,1543 1621 1953 1695']
                     ,                    , ['P7,1543 1621 1953 1695']
X           marsupials           mar-supial ['P7,1989 1639 2151 1684', 'P7,12 1710 275 1788']
X                    ,                   s, ['P7,1989 1639 2151 1684', 'P7,12 1710 275 1788']
                   and                  and ['P7,314 1710 442 1773']
            eutherians           eutherians ['P7,477 1710 846 1773']
                     (                    ( ['P7,883 1711 1036 1785']
                    26                   26 ['P7,883 1711 1036 1785']
                     )                    ) ['P7,883 1711 1036 1785']
                     .                    . ['P7,883 1711 1036 1785']
                    In                   In ['P7,1078 1711 1152 1772']
              addition             addition ['P7,1188 1710 1500 1784']
                     ,                    , ['P7,1188 1710 1500 1784']
         Kielantherium        Kielantherium ['P7,1539 1710 2075 1783']
                     ,                    , ['P7,1539 1710 2075 1783']
                     a                    a ['P7,2113 1728 2154 1771']
             primitive            primitive ['P7,9 1799 327 1876']
                mammal               mammal ['P7,359 1800 661 1862']
                  from                 from ['P7,690 1799 859 1863']
                   the                  the ['P7,891 1800 1001 1862']
                 Early                Early ['P7,1034 1799 1227 1876']
            Cretaceous           Cretaceous ['P7,1260 1799 1659 1863']
                    of                   of ['P7,1692 1798 1769 1862']
              Mongolia             Mongolia ['P7,1793 1798 2148 1876']
                     ,                    , ['P7,1793 1798 2148 1876']
             resembles            resembles ['P7,9 1888 363 1951']
       deltatheroidans      deltatheroidans ['P7,400 1888 946 1952']
                     (                    ( ['P7,984 1889 1074 1963']
                     2                    2 ['P7,984 1889 1074 1963']
                     )                    ) ['P7,984 1889 1074 1963']
                    in                   in ['P7,1112 1888 1178 1950']
               certain              certain ['P7,1215 1887 1459 1951']
              advanced             advanced ['P7,1496 1888 1833 1951']
              features             features ['P7,1867 1886 2150 1950']
                     (                    ( ['P7,10 1978 319 2052']
               reduced              reduced ['P7,10 1978 319 2052']
                  last                 last ['P7,335 1978 460 2040']
                molars               molars ['P7,476 1978 738 2051']
                     ,                    , ['P7,476 1978 738 2051']
               reduced              reduced ['P7,758 1978 1045 2040']
             metaconid            metaconid ['P7,1062 1977 1456 2052']
                     )                    ) ['P7,1062 1977 1456 2052']
                   yet                  yet ['P7,1474 1985 1585 2054']
              retained             retained ['P7,1601 1976 1889 2040']
                    at                   at ['P7,1907 1984 1973 2039']
                 least                least ['P7,1989 1976 2152 2039']
                  four                 four ['P7,7 2066 156 2130']
             premolars            premolars ['P7,179 2067 534 2144']
                     (                    ( ['P7,562 2067 715 2142']
                    27                   27 ['P7,562 2067 715 2142']
                     )                    ) ['P7,562 2067 715 2142']
                     .                    . ['P7,562 2067 715 2142']
                    If                   If ['P7,747 2066 811 2129']
         Kielantherium        Kielantherium ['P7,829 2066 1341 2129']
                    is                   is ['P7,1369 2066 1424 2129']
                     a                    a ['P7,1452 2085 1493 2129']
             primitive            primitive ['P7,1516 2065 1836 2144']
                member               member ['P7,1864 2065 2153 2129']
                    of                   of ['P7,9 2156 87 2219']
                     (                    ( ['P7,111 2157 213 2231']
                    or                   or ['P7,111 2157 213 2231']
                sister               sister ['P7,246 2156 436 2218']
                 taxon                taxon ['P7,466 2164 665 2219']
                    to                   to ['P7,697 2157 794 2230']
                     )                    ) ['P7,697 2157 794 2230']
         Deltatheroida        Deltatheroida ['P7,827 2155 1336 2229']
                     ,                    , ['P7,827 2155 1336 2229']
                  this                 this ['P7,1373 2155 1499 2218']
                 would                would ['P7,1532 2155 1751 2218']
                 imply                imply ['P7,1783 2155 1983 2233']
                  that                 that ['P7,2014 2155 2152 2217']
             reduction            reduction ['P7,8 2245 346 2308']
                    to                   to ['P7,371 2253 441 2308']
                 three                three ['P7,468 2245 648 2308']
             premolars            premolars ['P7,675 2245 1030 2322']
              occurred             occurred ['P7,1058 2244 1375 2308']
         independently        independently ['P7,1402 2243 1906 2321']
                    in                   in ['P7,1932 2243 1997 2306']
                  this                 this ['P7,2023 2243 2149 2306']
                 group                group ['P7,7 2352 232 2411']
                     .                    . ['P7,7 2352 232 2411']
             Remaining            Remaining ['P7,272 2333 650 2410']
           morphologic          morphologic ['P7,683 2333 1129 2411']
              features             features ['P7,1161 2333 1446 2396']
            marshalled           marshalled ['P7,1481 2333 1869 2396']
                    in                   in ['P7,1903 2332 1968 2395']
X              support             sup-port ['P7,2004 2350 2150 2409', 'P7,7 2430 154 2501']
                    of                   of ['P7,189 2423 267 2486']
                     a                    a ['P7,295 2442 335 2486']
               special              special ['P7,372 2422 614 2501']
          relationship         relationship ['P7,649 2422 1068 2500']
               between              between ['P7,1103 2422 1403 2486']
       deltatheroidans      deltatheroidans ['P7,1439 2421 1986 2486']
                   and                  and ['P7,2023 2421 2150 2484']
            marsupials           marsupials ['P7,9 2512 388 2589']
                     (                    ( ['P7,413 2513 543 2586']
                    23                   23 ['P7,413 2513 543 2586']
                     )                    ) ['P7,413 2513 543 2586']
             represent            represent ['P7,567 2520 902 2589']
            characters           characters ['P7,925 2512 1294 2575']
                  that                 that ['P7,1319 2511 1456 2574']
                   are                  are ['P7,1480 2530 1587 2574']
             generally            generally ['P7,1611 2511 1937 2588']
X          interpreted         inter-preted ['P7,1961 2510 2149 2573', 'P7,7 2601 233 2678']
                    as                   as ['P7,260 2619 332 2663']
        plesiomorphies       plesiomorphies ['P7,358 2600 897 2678']
                    or                   or ['P7,925 2619 1002 2663']
                 whose                whose ['P7,1025 2600 1251 2663']
              polarity             polarity ['P7,1277 2599 1554 2678']
                    is                   is ['P7,1580 2599 1635 2662']
                poorly               poorly ['P7,1663 2600 1894 2677']
X           understood          under-stood ['P7,1920 2599 2149 2662', 'P7,10 2691 202 2753']
                     [                    [ ['P7,239 2690 527 2763']
              relative             relative ['P7,239 2690 527 2763']
                  size                 size ['P7,565 2689 700 2752']
                    of                   of ['P7,735 2689 813 2753']
               talonid              talonid ['P7,840 2689 1083 2752']
                 cusps                cusps ['P7,1119 2708 1317 2767']
                     (                    ( ['P7,1354 2690 1511 2764']
                    28                   28 ['P7,1354 2690 1511 2764']
                     )                    ) ['P7,1354 2690 1511 2764']
                     ;                    ; ['P7,1354 2690 1511 2764']
         single-rooted        single-rooted ['P7,1549 2689 2011 2765']
X               canine               ca-nin ['P7,2044 2706 2149 2751', 'P7,8 2778 181 2853']
X                    ,                   e, ['P7,2044 2706 2149 2751', 'P7,8 2778 181 2853']
              presence             presence ['P7,216 2796 531 2857']
                    of                   of ['P7,566 2777 644 2843']
                  four                 four ['P7,668 2777 818 2843']
                molars               molars ['P7,849 2778 1111 2852']
                     ,                    , ['P7,849 2778 1111 2852']
              relative             relative ['P7,1148 2777 1416 2842']
                 sizes                sizes ['P7,1452 2777 1622 2841']
                    of                   of ['P7,1656 2777 1734 2841']
             paraconid            paraconid ['P7,1758 2774 2148 2856']
                     /                    / ['P7,1758 2774 2148 2856']
             metaconid            metaconid ['P7,8 2869 379 2932']
                   and                  and ['P7,433 2869 561 2932']
     paracone/metacone    paracone/metacone ['P7,614 2867 1358 2947']
                     ,                    , ['P7,614 2867 1358 2947']
            morphology           morphology ['P7,1415 2868 1848 2945']
                    of                   of ['P7,1901 2867 1980 2931']
